CpGmarker,chr:coord_hg19,RNA_seq_ENCFF754LBN,RNA_seq_ENCFF398HDS
cg26012103,chr16:11349372,0.6055551120765191,0.010537865827888812
cg26014197,chr16:3143153,,0.011090000160038471
cg26025944,chr16:23193717,,
cg26091688,chr16:3285403,,
cg26134665,chr16:31021544,0.010544426372793854,
cg26183662,chr16:69599438,0.3271793021525528,0.06089882795092768
cg26233914,chr16:31366536,0.012348280574839849,1.0574926069164174
cg26239233,chr16:10970801,0.00322409082331102,
cg26259865,chr16:2880359,0.005549999885261059,0.02106984130663689
cg26285698,chr16:29757334,0.8403439667312,0.012202000059187413
cg26293512,chr16:58010433,,
cg26295990,chr16:30538342,0.03389597543878708,0.010720309974669023
cg26301908,chr16:11350915,,
cg26335299,chr16:67700143,0.052101695548097994,
cg26350691,chr16:31084486,0.01107603176349094,
cg26486663,chr16:2040863,0.00803843534038383,0.04464750600853317
cg26499611,chr16:1384311,,0.015005093198038222
cg26521448,chr16:11876426,0.19895610937899783,
cg26537639,chr16:88717374,3.638258487293103,0.014987305690983185
cg26538442,chr16:66994947,,0.008306287150682495
cg26563737,chr16:89725269,,0.008726142879043306
cg26651073,chr16:75681111,0.08437765624717881,0.020049090725141806
cg26680127,chr16:46783018,,
cg26706070,chr16:31119936,0.0027699999045580626,0.07869396173049631
cg26728422,chr16:1429015,0.1096207232137868,
cg26802333,chr16:56716182,,0.09480000076521385
cg26809911,chr16:23464207,0.12932629294569295,0.017801761826766387
cg26916607,chr16:56994770,,
cg26924825,chr16:67977865,0.015107569420309384,0.008307293775136169
cg26954174,chr16:50730813,0.09658730339479486,0.06541513703226988
cg27005053,chr16:75467374,0.13488982524955065,0.011076287288071201
cg27015931,chr16:22012404,0.0052812306792475285,
cg27040030,chr16:325184,,0.0027699999045580626
cg27062617,chr16:67281337,0.2702726008861351,0.008143688720497987
cg27077685,chr16:68346347,,0.017227043025946666
cg27081230,chr16:50715529,0.017570519095005573,0.032164837773703506
cg27088655,chr16:755793,,
cg27176536,chr16:2198395,0.005549999885261059,
cg27196102,chr16:23464713,,0.00903477473603981
cg27196129,chr16:31519439,0.20455852774740604,0.011034875779194915
cg27247832,chr16:22018748,0.022668827672319446,0.005549999885261059
cg27254601,chr16:29817104,0.015241030451237201,0.011026048550161456
cg27298262,chr16:90076316,,
cg27304754,chr16:71392088,,
cg27431150,chr16:50715135,0.23793326759539044,0.010202701029837898
cg27444994,chr16:62070072,,
cg27462160,chr16:89768630,,0.019547207565228274
cg27501380,chr16:24551577,0.005777768509785745,2.7083833161137645
cg27560922,chr16:330267,,
cg27589921,chr16:57475935,0.01921189522389276,0.0027699999045580626
cg27626318,chr16:70835285,0.008320000022649765,0.016081331157230237
cg00021527,chr17:34136180,0.01812196591923551,
cg00031162,chr17:7453377,,0.1247574374266853
cg00050312,chr17:64299065,,0.31224174527776544
cg00063144,chr17:39554055,,
cg00091693,chr17:39041602,0.0030705404430124406,
cg00103783,chr17:7487249,0.027535367900637077,0.3156447652959615
cg00112517,chr17:37783011,0.0027699999045580626,
cg00126034,chr17:44896162,,
cg00134787,chr17:10419499,,
cg00177698,chr17:46018875,0.008320000022649765,0.07433491085584347
cg00183916,chr17:14204936,0.025864139642854434,0.5125602745727411
cg00184893,chr17:8021705,0.014560333044371671,0.013659704141685821
cg00200063,chr17:58469941,,0.009620753911486457
cg00236832,chr17:38465489,,
cg00309204,chr17:7307432,0.3181567913676911,
cg00374717,chr17:66303145,0.012021925560667278,0.2768746022009319
cg00384537,chr17:39637963,,
cg00405568,chr17:43138965,0.0027699999045580626,0.2845032176286205
cg00422913,chr17:1619022,0.06860427447194185,0.008697818118062887
cg00426498,chr17:27507667,0.005549999885261059,0.007184774732334657
cg00447208,chr17:76126301,0.12439221907825096,0.008901691870326458
cg00449941,chr17:26926011,0.08019046451112158,0.09118644712112942
cg00462994,chr17:42081955,0.008063846061197229,
cg00464269,chr17:26662842,0.005549999885261059,0.05863268532524151
cg00466249,chr17:79269884,,0.0143557142998491
cg00501366,chr17:7992476,,0.005549999885261059
cg00512374,chr17:38599682,,0.008643400877043001
cg00550617,chr17:39405817,,
cg00597076,chr17:1395880,0.07486927712758877,
cg00602891,chr17:80408864,,0.033352258463715576
cg00638514,chr17:72932048,,
cg00718748,chr17:16556871,0.017125454366517565,
cg00761755,chr17:1531579,0.1854708231335269,0.028789401189087335
cg00848397,chr17:34948594,,0.018961413259307544
cg00853068,chr17:43298592,0.23507683389724937,0.01190219117157844
cg00892798,chr17:47572909,,
cg00901493,chr17:7197375,,
cg00901704,chr17:73285325,0.05680601759867097,
cg00906183,chr17:79650926,0.11316757576747073,0.8876959653414723
cg00948524,chr17:29297757,0.051194765638986915,0.01741977389691276
cg00976054,chr17:73042537,0.022413715696951695,
cg01013324,chr17:7608068,,
cg01029592,chr17:7493453,0.01658790875014595,0.02956023053146708
cg01040062,chr17:4046467,0.32917835258709227,0.06433497830112646
cg01056568,chr17:9729258,,
cg01063524,chr17:49230700,0.01402540986815498,
cg01107741,chr17:77006080,0.029950999468564988,0.013677946262760088
cg01131735,chr17:39968419,0.005549999885261059,
cg01137065,chr17:80477010,0.024769759428687393,0.0027699999045580626
cg01138020,chr17:4337094,,0.03692659370717592
cg01234133,chr17:48279072,0.011090000160038471,
cg01261503,chr17:62493599,0.9378451357161315,0.007717722427809206
cg01289103,chr17:38821277,,
cg01293647,chr17:37764264,,
cg01294702,chr17:74136978,0.033634318412307906,
cg01372689,chr17:79670048,0.21433004930132346,
cg01405107,chr17:46671635,,
cg01425405,chr17:48072705,,
cg01438829,chr17:26646651,,0.0027699999045580626
cg01482279,chr17:38083788,0.3953880132421067,
cg01485645,chr17:36862199,,0.08114107207399782
cg01491540,chr17:28256424,0.056645810199980426,
cg01515426,chr17:79850075,,0.03732959607546285
cg01526089,chr17:3819390,0.4912397252428264,0.028180873243794608
cg01543654,chr17:46800639,,
cg01593886,chr17:48278778,0.011090000160038471,
cg01636591,chr17:32646156,,
cg01680823,chr17:37822045,,0.05607134634698567
cg01720228,chr17:4486934,,
cg01739167,chr17:4806344,0.024231257419029397,0.12322989996160355
cg01776246,chr17:55038508,0.19683690095635156,0.020844239232936258
cg01795697,chr17:62503001,0.1360409952830323,0.5344276054300127
cg01837574,chr17:7836610,,0.11451012443546717
cg01914242,chr17:3868068,0.03952992502878654,0.013906897533774734
cg01992081,chr17:53498958,0.2929607235601269,0.0027699999045580626
cg02016419,chr17:15245237,,
cg02022375,chr17:39197721,,
cg02060988,chr17:37025978,0.007578961970929095,0.01997108516904215
cg02212737,chr17:74099749,0.27232208302265437,
cg02226939,chr17:28619481,,0.007579504936417141
cg02228185,chr17:3379567,,
cg02269221,chr17:27071208,0.008320000022649765,0.2145507213694447
cg02301815,chr17:44249491,2.235179780037177,0.005549999885261059
cg02318535,chr17:56832804,,
cg02335804,chr17:36105239,,
cg02387854,chr17:79849442,0.1273790338006215,0.27312893757319195
cg02422694,chr17:46655790,0.00988200676440548,
cg02473123,chr17:80274776,0.7762333428547566,
cg02497175,chr17:26368598,,0.012729772853411057
cg02505689,chr17:42785825,,0.029120000079274178
cg02550200,chr17:5389462,0.34130060194007844,
cg02550358,chr17:16120515,0.0027699999045580626,0.18876398130527977
cg02571905,chr17:8079626,0.043172556287223905,
cg02580606,chr17:39526726,,
cg02593766,chr17:48608677,,
cg02602864,chr17:67410907,,0.151701222483225
cg02655623,chr17:3728468,0.12997279272756151,0.008320000022649765
cg02668984,chr17:48172022,0.006111036398492399,
cg02671171,chr17:203087,,
cg02691091,chr17:45992811,0.010706039744954888,0.0380210723720451
cg02706575,chr17:32683054,,
cg02712165,chr17:16395957,,
cg02717570,chr17:27920934,,0.011090000160038471
cg02740128,chr17:7123860,0.018955960081880937,0.9790835420036702
cg02740947,chr17:33446536,0.02287089767543009,
cg02756698,chr17:39023008,,
cg02780988,chr17:39646994,,
cg02784874,chr17:39728962,,
cg02787991,chr17:80291405,0.12098446790441038,
cg02788090,chr17:70116681,,
cg02811755,chr17:19880691,0.15161937711170487,0.005513895989407773
cg02856727,chr17:61959416,,
cg02880176,chr17:17109817,0.02371483046750901,
cg02927346,chr17:34059260,,0.011090000160038471
cg02936263,chr17:32596886,0.0027699999045580626,
cg02949544,chr17:47865858,0.0177449100144754,0.08218394377401897
cg02957086,chr17:63558047,,
cg02962602,chr17:80171413,0.09376436541712439,0.025388005086932126
cg02968557,chr17:40275126,0.018594594416837838,
cg02975142,chr17:17140597,0.20856010954088086,0.0027699999045580626
cg02987163,chr17:35849291,0.0069273770036165664,0.005494950380692682
cg02992647,chr17:36004446,,
cg03000846,chr17:79990263,0.005549999885261059,0.007011165063674517
cg03001305,chr17:40439492,0.09443309222187782,0.02625660849804816
cg03016571,chr17:48844124,,0.013851710435885348
cg03085312,chr17:38465281,0.01614633665447778,
cg03160815,chr17:79859830,0.014875935286079113,0.005532292879014543
cg03169180,chr17:7310347,,0.0056469381480802145
cg03177084,chr17:40985069,0.01930307696971163,0.0027699999045580626
cg03184439,chr17:73008867,0.0027699999045580626,0.08592160508027077
cg03192551,chr17:42403152,0.03132047353688618,0.043526632976056336
cg03242666,chr17:15168570,,
cg03287877,chr17:43139826,0.005838541566239049,0.18203386571490557
cg03305230,chr17:17585338,,0.012888874905765988
cg03312124,chr17:33416003,0.4258586784773634,0.013872702759844405
cg03317245,chr17:3600514,0.013869999907910824,
cg03330678,chr17:75316233,,0.08387271792365429
cg03359285,chr17:38573811,,0.0027699999045580626
cg03363175,chr17:33468875,0.038558633862536586,0.005549999885261059
cg03386722,chr17:80056517,0.022988353995257928,0.05056898775953977
cg03386903,chr17:7832479,0.02559104242854712,
cg03493069,chr17:76778892,0.023313106134101147,0.0076702742987170705
cg03557733,chr17:41985183,,0.005549999885261059
cg03565323,chr17:16472866,0.0027699999045580626,
cg03580247,chr17:42345488,,
cg03592161,chr17:10601178,0.005512933218851685,0.18390049886172102
cg03605339,chr17:73105863,0.01226718312330509,0.010842934203428958
cg03644378,chr17:7761459,0.018737430765952152,0.12829236919408724
cg03660451,chr17:73664606,0.024540867001044353,0.45708942640006095
cg03684977,chr17:37893803,,
cg03742272,chr17:7990705,,
cg03760483,chr17:6899297,0.034592119484508126,0.057950000225571154
cg03803009,chr17:72363634,,
cg03812679,chr17:38170632,0.01056642847834155,0.010021523917315617
cg03866607,chr17:59532826,,
cg03950654,chr17:4613328,0.009824184992141398,
cg03979162,chr17:58754542,0.02675898159675657,
cg04005701,chr17:1733641,,0.01427424654670774
cg04009666,chr17:62493127,0.45497376521923893,0.005549999885261059
cg04032226,chr17:42082392,0.012466287162007378,
cg04049033,chr17:1553661,0.013201040510529642,0.006139660978921305
cg04060163,chr17:75136271,0.0589349626742322,0.014589305391483422
cg04106785,chr17:30813145,,0.010631140378679623
cg04121983,chr17:73511085,,
cg04133652,chr17:36860971,0.020665060568629115,0.010745454487650104
cg04154812,chr17:46908209,0.015226747831809245,0.05401863057281159
cg04156850,chr17:73402572,,
cg04219321,chr17:53341659,,
cg04228573,chr17:67410799,,0.16388342514362061
cg04278905,chr17:40273815,0.020400947642668227,
cg04317366,chr17:1588445,,0.011090000160038471
cg04326040,chr17:617519,0.006888612391846032,
cg04366367,chr17:80008541,0.1822067830070593,
cg04380669,chr17:49230692,0.014762153836468665,
cg04398978,chr17:77814064,,
cg04409945,chr17:36908629,0.017627487359825878,
cg04420907,chr17:9480215,,0.0027699999045580626
cg04452095,chr17:75315868,,0.05408655689628441
cg04482110,chr17:41364121,,0.022866242579345972
cg04511534,chr17:4463371,0.010983461693215828,
cg04518106,chr17:8286519,7.9628940175821565,0.01641513517982251
cg04582295,chr17:48242070,0.008320000022649765,0.006650757530499532
cg04587829,chr17:80692947,0.0027699999045580626,0.008320000022649765
cg04609859,chr17:46655736,0.00975307922381612,
cg04618528,chr17:39645876,0.005549999885261059,
cg04700814,chr17:43224180,0.058318877704162844,0.0027699999045580626
cg04706338,chr17:26697052,,0.07251077344608574
cg04720358,chr17:9808263,0.0027699999045580626,
cg04745805,chr17:40427474,0.21607912701561563,0.01652310074644507
cg04764624,chr17:29718129,,
cg04780454,chr17:1647819,,0.0027699999045580626
cg04780629,chr17:56494964,0.014350817049581717,
cg04808672,chr17:62658750,,0.005549999885261059
cg04809787,chr17:7348339,,0.011090000160038471
cg04862249,chr17:4982244,,0.03477725867822596
cg04882759,chr17:12569901,,
cg04945541,chr17:43299826,0.0630498006336038,0.19372149607041234
cg04947157,chr17:76128481,0.050532097398335564,0.9265387784335484
cg04958703,chr17:4844722,0.026327855095378775,0.006809713298923508
cg04988978,chr17:56359578,,
cg04995095,chr17:72619556,0.7109631675288565,0.023790511592313296
cg04998282,chr17:65713980,0.030569090973585844,1.0061002743298288
cg05016953,chr17:28562813,0.01664000004529953,
cg05038977,chr17:7476167,0.006630489469173696,0.9237856077137137
cg05105913,chr17:48422990,0.01647665773318285,
cg05106502,chr17:46506947,0.04213680761710664,0.010222783475422981
cg05114625,chr17:45266880,0.010669999899199376,
cg05140736,chr17:78195518,,0.3326081807290824
cg05141870,chr17:28444127,,0.4530718201594868
cg05159732,chr17:40337534,,0.008292574278715223
cg05292376,chr17:79095236,0.022655436337723437,
cg05294455,chr17:45286609,,
cg05310071,chr17:16120569,0.0027699999045580626,0.22152495812782544
cg05325699,chr17:39890756,0.01661257430136499,
cg05330360,chr17:38023993,0.04940258731204627,0.008284235212897114
cg05334253,chr17:8338877,0.02346696835053385,
cg05379350,chr17:27917157,,
cg05401645,chr17:40761567,0.0774500022941668,0.03457803459908017
cg05421673,chr17:54671575,,0.32130119784217226
cg05467167,chr17:45000793,,0.026423366294425918
cg05511685,chr17:63184288,,0.0027699999045580626
cg05569220,chr17:79138873,0.015373740583876534,
cg05668853,chr17:27044169,0.1971441388891968,0.0050162398889660835
cg05674036,chr17:3323791,,
cg05679521,chr17:21188468,0.01885258309040552,0.25675017399680883
cg05780311,chr17:40428759,0.018138537876424683,0.030622069401076608
cg05790038,chr17:3461143,,
cg05797656,chr17:61851352,0.02481463565111416,0.024541057476129096
cg05798972,chr17:37607105,0.06815299232423008,0.005549999885261059
cg05815893,chr17:71228832,,0.009309953109234432
cg05819268,chr17:65040739,,
cg05856931,chr17:55333097,0.009144517906092251,0.005549999885261059
cg05903609,chr17:1587888,0.6200642379887978,0.009366092533303597
cg05922057,chr17:4047571,0.011579824562527631,0.05808548589569152
cg05942574,chr17:48637104,,0.008320000022649765
cg05986149,chr17:59941055,0.026640713747058595,
cg06022562,chr17:80797881,,0.01591768032227902
cg06038133,chr17:27944585,0.016942973248660564,0.003925473147566303
cg06069187,chr17:26698283,,0.022659579743252917
cg06074920,chr17:39539075,,
cg06090421,chr17:58677051,0.005549999885261059,
cg06144905,chr17:27369780,,
cg06162003,chr17:77752070,,0.0027699999045580626
cg06197006,chr17:1359813,0.005549999885261059,0.018221176275983453
cg06200013,chr17:7554513,,0.0045517322114177455
cg06213598,chr17:67058208,,
cg06220958,chr17:10452851,,
cg06226384,chr17:64873351,,
cg06248182,chr17:27181818,,
cg06291334,chr17:47755771,,
cg06319579,chr17:8127196,0.01143892770900189,0.02382053593423347
cg06344807,chr17:72745576,0.005522475132976871,0.5423391037748342
cg06367117,chr17:26903928,0.16749471232431565,
cg06374075,chr17:42836931,,0.0027699999045580626
cg06378617,chr17:39095141,,
cg06391468,chr17:70117530,,
cg06405206,chr17:47652804,,
cg06407137,chr17:72527515,0.500057349064069,0.006136355854539296
cg06409153,chr17:67323953,0.030426857138185628,0.010878489956716014
cg06468695,chr17:8647944,,
cg06471905,chr17:42835688,,0.010350000026837452
cg06481786,chr17:34257936,0.0027699999045580626,
cg06493080,chr17:46688310,0.0027699999045580626,
cg06500079,chr17:619033,,0.006941324155182327
cg06502868,chr17:73775964,10.894144078047123,0.01654147902096976
cg06508934,chr17:76921095,0.09593665001325084,
cg06537829,chr17:16283976,0.0027699999045580626,
cg06554928,chr17:4852795,0.013562476758016358,0.055637905850862514
cg06557358,chr17:32907002,,
cg06577463,chr17:78120714,0.5299114721950301,
cg06587969,chr17:7591899,,0.06421107220047727
cg06624832,chr17:72772340,0.13754402314066544,0.027358860774201493
cg06638433,chr17:47075175,0.018741858729989683,
cg06708560,chr17:40170084,,0.01771865332640819
cg06718696,chr17:78121285,0.0027699999045580626,0.04983391495714164
cg06740897,chr17:46124821,0.010225771912647522,
cg06759215,chr17:42786055,0.005549999885261059,0.04602874985405082
cg06808983,chr17:42148292,,0.06012368846433273
cg06827038,chr17:48912952,,
cg06836338,chr17:17942007,0.04516561074818756,0.011090000160038471
cg06850526,chr17:79269886,,0.014374119616376602
cg06862644,chr17:3375469,,
cg06873352,chr17:61820015,0.024277146758332764,0.011425371557928252
cg06882926,chr17:3031354,,
cg06957329,chr17:55927468,0.12278851079886634,0.06560406278003938
cg06958829,chr17:48546118,,0.00468658442973015
cg06975499,chr17:40896881,0.07868145106332654,
cg06990298,chr17:17399700,0.01875933354648833,0.004572666626578818
cg07038887,chr17:28618554,0.1864108972528954,0.01763154391178388
cg07054526,chr17:41272508,,
cg07056057,chr17:56159620,,
cg07080007,chr17:41150154,0.020568265561567253,0.02012324456199674
cg07112210,chr17:74864065,,
cg07115820,chr17:56270249,,
cg07117700,chr17:61903327,0.08410304832631155,
cg07150830,chr17:26127542,,
cg07156669,chr17:28705245,0.05271877819193792,
cg07165793,chr17:35969650,0.02782569019727304,0.0027699999045580626
cg07168556,chr17:48912483,,
cg07195577,chr17:27052828,0.01243840493090405,0.04309147067874335
