CpGmarker,chr,pos
cg22973038,chr16,28857255
cg22995106,chr16,70558876
cg23040064,chr16,87635784
cg23092086,chr16,55909573
cg23093496,chr16,29757323
cg23099347,chr16,29827497
cg23185402,chr16,47495113
cg23217005,chr16,56691744
cg23353982,chr16,30103089
cg23392782,chr16,88772647
cg23401756,chr16,68013981
cg23444894,chr16,19297743
cg23445511,chr16,69373498
cg23460697,chr16,4902898
cg23471482,chr16,57392198
cg23487586,chr16,85315923
cg23517548,chr16,28962521
cg23530850,chr16,85647010
cg23580000,chr16,50322156
cg23582919,chr16,23568380
cg23606079,chr16,84853871
cg23617760,chr16,84681507
cg23656386,chr16,68003240
cg23761196,chr16,58664510
cg23797100,chr16,28996053
cg23813257,chr16,3115286
cg23815491,chr16,72088622
cg23830326,chr16,88637332
cg23858565,chr16,67595703
cg23877786,chr16,89626662
cg23894003,chr16,30676444
cg23910243,chr16,31484618
cg23970785,chr16,11036526
cg23989635,chr16,68771203
cg23998987,chr16,2021791
cg24014020,chr16,620796
cg24063470,chr16,86600389
cg24075743,chr16,11375385
cg24091698,chr16,14013720
cg24110063,chr16,31439752
cg24115627,chr16,30995245
cg24217877,chr16,49378579
cg24235633,chr16,29875177
cg24237576,chr16,2285775
cg24250393,chr16,23846838
cg24264578,chr16,3405902
cg24306924,chr16,46918433
cg24399405,chr16,189577
cg24429836,chr16,75150744
cg24433189,chr16,1128689
cg24444408,chr16,87799134
cg24474998,chr16,19533603
cg24633242,chr16,53537307
cg24642468,chr16,49407997
cg24652919,chr16,3073191
cg24662961,chr16,54320670
cg24687764,chr16,81111074
cg24705286,chr16,27215306
cg24728447,chr16,47495541
cg24794992,chr16,21689897
cg24930915,chr16,2199120
cg24966460,chr16,75682643
cg25023245,chr16,401986
cg25023941,chr16,29690035
cg25033993,chr16,31022372
cg25047001,chr16,10277017
cg25047102,chr16,31106318
cg25101056,chr16,84273997
cg25193494,chr16,90016004
cg25300941,chr16,69344885
cg25325612,chr16,46723166
cg25341653,chr16,67233277
cg25341726,chr16,28518331
cg25432323,chr16,70322827
cg25463428,chr16,30381109
cg25645462,chr16,57653702
cg25653103,chr16,1993130
cg25662680,chr16,67880587
cg25665528,chr16,2260870
cg25690265,chr16,19467942
cg25771195,chr16,58163814
cg25898500,chr16,1877264
cg25957124,chr16,21171084
cg25974870,chr16,56485177
cg26003813,chr16,23689802
cg26012103,chr16,11349372
cg26014197,chr16,3143153
cg26025944,chr16,23193717
cg26091688,chr16,3285403
cg26134665,chr16,31021544
cg26183662,chr16,69599438
cg26233914,chr16,31366536
cg26239233,chr16,10970801
cg26259865,chr16,2880359
cg26285698,chr16,29757334
cg26293512,chr16,58010433
cg26295990,chr16,30538342
cg26301908,chr16,11350915
cg26335299,chr16,67700143
cg26350691,chr16,31084486
cg26486663,chr16,2040863
cg26499611,chr16,1384311
cg26521448,chr16,11876426
cg26537639,chr16,88717374
cg26538442,chr16,66994947
cg26563737,chr16,89725269
cg26651073,chr16,75681111
cg26680127,chr16,46783018
cg26706070,chr16,31119936
cg26728422,chr16,1429015
cg26802333,chr16,56716182
cg26809911,chr16,23464207
cg26916607,chr16,56994770
cg26924825,chr16,67977865
cg26954174,chr16,50730813
cg27005053,chr16,75467374
cg27015931,chr16,22012404
cg27040030,chr16,325184
cg27062617,chr16,67281337
cg27077685,chr16,68346347
cg27081230,chr16,50715529
cg27088655,chr16,755793
cg27176536,chr16,2198395
cg27196102,chr16,23464713
cg27196129,chr16,31519439
cg27247832,chr16,22018748
cg27254601,chr16,29817104
cg27298262,chr16,90076316
cg27304754,chr16,71392088
cg27431150,chr16,50715135
cg27444994,chr16,62070072
cg27462160,chr16,89768630
cg27501380,chr16,24551577
cg27560922,chr16,330267
cg27589921,chr16,57475935
cg27626318,chr16,70835285
cg00021527,chr17,34136180
cg00031162,chr17,7453377
cg00050312,chr17,64299065
cg00063144,chr17,39554055
cg00091693,chr17,39041602
cg00103783,chr17,7487249
cg00112517,chr17,37783011
cg00126034,chr17,44896162
cg00134787,chr17,10419499
cg00177698,chr17,46018875
cg00183916,chr17,14204936
cg00184893,chr17,8021705
cg00200063,chr17,58469941
cg00236832,chr17,38465489
cg00309204,chr17,7307432
cg00374717,chr17,66303145
cg00384537,chr17,39637963
cg00405568,chr17,43138965
cg00422913,chr17,1619022
cg00426498,chr17,27507667
cg00447208,chr17,76126301
cg00449941,chr17,26926011
cg00462994,chr17,42081955
cg00464269,chr17,26662842
cg00466249,chr17,79269884
cg00501366,chr17,7992476
cg00512374,chr17,38599682
cg00550617,chr17,39405817
cg00597076,chr17,1395880
cg00602891,chr17,80408864
cg00638514,chr17,72932048
cg00718748,chr17,16556871
cg00761755,chr17,1531579
cg00848397,chr17,34948594
cg00853068,chr17,43298592
cg00892798,chr17,47572909
cg00901493,chr17,7197375
cg00901704,chr17,73285325
cg00906183,chr17,79650926
cg00948524,chr17,29297757
cg00976054,chr17,73042537
cg01013324,chr17,7608068
cg01029592,chr17,7493453
cg01040062,chr17,4046467
cg01056568,chr17,9729258
cg01063524,chr17,49230700
cg01107741,chr17,77006080
cg01131735,chr17,39968419
cg01137065,chr17,80477010
cg01138020,chr17,4337094
cg01234133,chr17,48279072
cg01261503,chr17,62493599
cg01289103,chr17,38821277
cg01293647,chr17,37764264
cg01294702,chr17,74136978
cg01372689,chr17,79670048
cg01405107,chr17,46671635
cg01425405,chr17,48072705
cg01438829,chr17,26646651
cg01482279,chr17,38083788
cg01485645,chr17,36862199
cg01491540,chr17,28256424
cg01515426,chr17,79850075
cg01526089,chr17,3819390
cg01543654,chr17,46800639
cg01593886,chr17,48278778
cg01636591,chr17,32646156
cg01680823,chr17,37822045
cg01720228,chr17,4486934
cg01739167,chr17,4806344
cg01776246,chr17,55038508
cg01795697,chr17,62503001
cg01837574,chr17,7836610
cg01914242,chr17,3868068
cg01992081,chr17,53498958
cg02016419,chr17,15245237
cg02022375,chr17,39197721
cg02060988,chr17,37025978
cg02212737,chr17,74099749
cg02226939,chr17,28619481
cg02228185,chr17,3379567
cg02269221,chr17,27071208
cg02301815,chr17,44249491
cg02318535,chr17,56832804
cg02335804,chr17,36105239
cg02387854,chr17,79849442
cg02422694,chr17,46655790
cg02473123,chr17,80274776
cg02497175,chr17,26368598
cg02505689,chr17,42785825
cg02550200,chr17,5389462
cg02550358,chr17,16120515
cg02571905,chr17,8079626
cg02580606,chr17,39526726
cg02593766,chr17,48608677
cg02602864,chr17,67410907
cg02655623,chr17,3728468
cg02668984,chr17,48172022
cg02671171,chr17,203087
cg02691091,chr17,45992811
cg02706575,chr17,32683054
cg02712165,chr17,16395957
cg02717570,chr17,27920934
cg02740128,chr17,7123860
cg02740947,chr17,33446536
cg02756698,chr17,39023008
cg02780988,chr17,39646994
cg02784874,chr17,39728962
cg02787991,chr17,80291405
cg02788090,chr17,70116681
cg02811755,chr17,19880691
cg02856727,chr17,61959416
cg02880176,chr17,17109817
cg02927346,chr17,34059260
cg02936263,chr17,32596886
cg02949544,chr17,47865858
cg02957086,chr17,63558047
cg02962602,chr17,80171413
cg02968557,chr17,40275126
cg02975142,chr17,17140597
cg02987163,chr17,35849291
cg02992647,chr17,36004446
cg03000846,chr17,79990263
cg03001305,chr17,40439492
cg03016571,chr17,48844124
cg03085312,chr17,38465281
cg03160815,chr17,79859830
cg03169180,chr17,7310347
cg03177084,chr17,40985069
cg03184439,chr17,73008867
cg03192551,chr17,42403152
cg03242666,chr17,15168570
cg03287877,chr17,43139826
cg03305230,chr17,17585338
cg03312124,chr17,33416003
cg03317245,chr17,3600514
cg03330678,chr17,75316233
cg03359285,chr17,38573811
cg03363175,chr17,33468875
cg03386722,chr17,80056517
cg03386903,chr17,7832479
cg03493069,chr17,76778892
cg03557733,chr17,41985183
cg03565323,chr17,16472866
cg03580247,chr17,42345488
cg03592161,chr17,10601178
cg03605339,chr17,73105863
cg03644378,chr17,7761459
cg03660451,chr17,73664606
cg03684977,chr17,37893803
cg03742272,chr17,7990705
cg03760483,chr17,6899297
cg03803009,chr17,72363634
cg03812679,chr17,38170632
cg03866607,chr17,59532826
cg03950654,chr17,4613328
cg03979162,chr17,58754542
cg04005701,chr17,1733641
cg04009666,chr17,62493127
cg04032226,chr17,42082392
cg04049033,chr17,1553661
cg04060163,chr17,75136271
cg04106785,chr17,30813145
cg04121983,chr17,73511085
cg04133652,chr17,36860971
cg04154812,chr17,46908209
cg04156850,chr17,73402572
cg04219321,chr17,53341659
cg04228573,chr17,67410799
cg04278905,chr17,40273815
cg04317366,chr17,1588445
cg04326040,chr17,617519
cg04366367,chr17,80008541
cg04380669,chr17,49230692
cg04398978,chr17,77814064
cg04409945,chr17,36908629
cg04420907,chr17,9480215
cg04452095,chr17,75315868
cg04482110,chr17,41364121
cg04511534,chr17,4463371
cg04518106,chr17,8286519
cg04582295,chr17,48242070
cg04587829,chr17,80692947
cg04609859,chr17,46655736
cg04618528,chr17,39645876
cg04700814,chr17,43224180
cg04706338,chr17,26697052
cg04720358,chr17,9808263
cg04745805,chr17,40427474
cg04764624,chr17,29718129
cg04780454,chr17,1647819
cg04780629,chr17,56494964
cg04808672,chr17,62658750
cg04809787,chr17,7348339
cg04862249,chr17,4982244
cg04882759,chr17,12569901
cg04945541,chr17,43299826
cg04947157,chr17,76128481
cg04958703,chr17,4844722
cg04988978,chr17,56359578
cg04995095,chr17,72619556
cg04998282,chr17,65713980
cg05016953,chr17,28562813
cg05038977,chr17,7476167
cg05105913,chr17,48422990
cg05106502,chr17,46506947
cg05114625,chr17,45266880
cg05140736,chr17,78195518
cg05141870,chr17,28444127
cg05159732,chr17,40337534
cg05292376,chr17,79095236
cg05294455,chr17,45286609
cg05310071,chr17,16120569
cg05325699,chr17,39890756
cg05330360,chr17,38023993
cg05334253,chr17,8338877
cg05379350,chr17,27917157
cg05401645,chr17,40761567
cg05421673,chr17,54671575
cg05467167,chr17,45000793
cg05511685,chr17,63184288
cg05569220,chr17,79138873
cg05668853,chr17,27044169
cg05674036,chr17,3323791
cg05679521,chr17,21188468
cg05780311,chr17,40428759
cg05790038,chr17,3461143
cg05797656,chr17,61851352
cg05798972,chr17,37607105
cg05815893,chr17,71228832
cg05819268,chr17,65040739
cg05856931,chr17,55333097
cg05903609,chr17,1587888
cg05922057,chr17,4047571
cg05942574,chr17,48637104
cg05986149,chr17,59941055
cg06022562,chr17,80797881
cg06038133,chr17,27944585
cg06069187,chr17,26698283
cg06074920,chr17,39539075
cg06090421,chr17,58677051
cg06144905,chr17,27369780
cg06162003,chr17,77752070
cg06197006,chr17,1359813
cg06200013,chr17,7554513
cg06213598,chr17,67058208
cg06220958,chr17,10452851
cg06226384,chr17,64873351
cg06248182,chr17,27181818
cg06291334,chr17,47755771
cg06319579,chr17,8127196
cg06344807,chr17,72745576
cg06367117,chr17,26903928
cg06374075,chr17,42836931
cg06378617,chr17,39095141
cg06391468,chr17,70117530
cg06405206,chr17,47652804
cg06407137,chr17,72527515
cg06409153,chr17,67323953
cg06468695,chr17,8647944
cg06471905,chr17,42835688
cg06481786,chr17,34257936
cg06493080,chr17,46688310
cg06500079,chr17,619033
cg06502868,chr17,73775964
cg06508934,chr17,76921095
cg06537829,chr17,16283976
cg06554928,chr17,4852795
cg06557358,chr17,32907002
cg06577463,chr17,78120714
cg06587969,chr17,7591899
cg06624832,chr17,72772340
cg06638433,chr17,47075175
cg06708560,chr17,40170084
cg06718696,chr17,78121285
cg06740897,chr17,46124821
cg06759215,chr17,42786055
cg06808983,chr17,42148292
cg06827038,chr17,48912952
cg06836338,chr17,17942007
cg06850526,chr17,79269886
cg06862644,chr17,3375469
cg06873352,chr17,61820015
cg06882926,chr17,3031354
cg06957329,chr17,55927468
cg06958829,chr17,48546118
cg06975499,chr17,40896881
cg06990298,chr17,17399700
cg07038887,chr17,28618554
cg07054526,chr17,41272508
cg07056057,chr17,56159620
cg07080007,chr17,41150154
cg07112210,chr17,74864065
cg07115820,chr17,56270249
cg07117700,chr17,61903327
cg07150830,chr17,26127542
cg07156669,chr17,28705245
cg07165793,chr17,35969650
cg07168556,chr17,48912483
cg07195577,chr17,27052828
cg07231132,chr17,48350498
cg07265622,chr17,6554855
cg07292816,chr17,60457116
cg07313155,chr17,38218601
cg07318658,chr17,56594994
cg07389922,chr17,7154007
cg07423906,chr17,79212344
cg07460665,chr17,46908912
cg07471052,chr17,73996245
cg07478100,chr17,5389857
cg07480567,chr17,13505174
cg07482936,chr17,59488635
cg07554030,chr17,40687935
cg07567107,chr17,58156231
cg07569756,chr17,48474564
cg07581365,chr17,77770444
cg07607921,chr17,4047574
cg07658718,chr17,30814514
cg07675682,chr17,78195515
cg07677850,chr17,15847412
cg07706067,chr17,21030370
cg07732644,chr17,3378397
cg07747970,chr17,35293719
cg07775675,chr17,74379922
cg07777378,chr17,42422412
cg07789083,chr17,72427563
cg07826255,chr17,48243707
cg07833382,chr17,55055134
cg07844021,chr17,55038529
cg07844572,chr17,61904053
cg07845392,chr17,79678158
cg07851243,chr17,74707271
cg07879727,chr17,44896017
cg07911673,chr17,8198092
cg07918509,chr17,62083407
cg07973967,chr17,62009607
cg08011170,chr17,12921393
cg08016363,chr17,21118577
cg08040471,chr17,80407779
cg08048656,chr17,38804199
cg08062469,chr17,26926627
cg08074477,chr17,38657949
cg08090640,chr17,41159289
cg08124722,chr17,32597714
cg08137716,chr17,46871905
cg08141989,chr17,7082562
cg08209724,chr17,30677138
cg08214029,chr17,34391478
cg08269321,chr17,45056057
cg08270477,chr17,16342776
cg08341874,chr17,4689655
cg08343834,chr17,15168658
cg08411435,chr17,37784024
cg08413153,chr17,46185283
cg08434547,chr17,40272901
cg08465510,chr17,78193874
cg08468689,chr17,40346680
cg08471713,chr17,41738893
cg08576197,chr17,80170622
cg08611714,chr17,39623858
cg08631151,chr17,45056976
cg08635242,chr17,28706081
cg08696192,chr17,38657310
cg08706258,chr17,25621230
cg08736146,chr17,45908635
cg08762247,chr17,53800372
cg08764758,chr17,33700230
cg08766742,chr17,73285837
cg08785922,chr17,882831
cg08792314,chr17,40714406
cg08793459,chr17,57784647
cg08799191,chr17,80376884
cg08831701,chr17,65241304
cg08901867,chr17,46871042
cg08929103,chr17,43860355
cg08946332,chr17,6899888
cg09002774,chr17,47785225
cg09008187,chr17,8198627
cg09040752,chr17,41003155
cg09076584,chr17,26941253
cg09085639,chr17,79670810
cg09088193,chr17,39122765
cg09103232,chr17,7185001
cg09155905,chr17,33447236
cg09169283,chr17,72856452
cg09214551,chr17,43139717
cg09225321,chr17,72920278
cg09234474,chr17,35850659
cg09245073,chr17,7083519
cg09263755,chr17,33288932
cg09273772,chr17,38574566
cg09300114,chr17,73084329
cg09303043,chr17,19552393
cg09307264,chr17,4902281
cg09309269,chr17,30770961
cg09313705,chr17,46622491
cg09357097,chr17,46688490
cg09382492,chr17,74463681
cg09394600,chr17,5184508
cg09421562,chr17,56357994
cg09467501,chr17,42083193
cg09495351,chr17,38375257
cg09509576,chr17,73402025
cg09509673,chr17,40833697
cg09514188,chr17,48942734
cg09528351,chr17,8816266
cg09538582,chr17,39637325
cg09543792,chr17,6939282
cg09572685,chr17,56293543
cg09606564,chr17,19290353
cg09722397,chr17,72855943
cg09757107,chr17,71308359
cg09872233,chr17,4544925
cg09875273,chr17,37843987
cg09901733,chr17,1731852
cg09907395,chr17,78235094
cg10043101,chr17,7554140
cg10057218,chr17,38074149
cg10137010,chr17,3462438
cg10149836,chr17,29719312
cg10154655,chr17,46019165
cg10154926,chr17,39891009
cg10173723,chr17,38940118
cg10183248,chr17,42295591
cg10213812,chr17,26850322
cg10247252,chr17,74071168
cg10249734,chr17,80292079
cg10275770,chr17,62084205
cg10299667,chr17,79679470
cg10315334,chr17,34207332
cg10318443,chr17,685449
cg10328573,chr17,39728221
cg10353436,chr17,7476140
cg10390922,chr17,58755255
cg10392768,chr17,8021828
cg10394385,chr17,37844289
cg10398950,chr17,37618454
cg10444350,chr17,56084814
cg10488476,chr17,48133676
cg10498963,chr17,73761106
cg10520594,chr17,73127197
cg10583632,chr17,16557199
cg10634115,chr17,80330743
cg10671802,chr17,27230278
cg10708793,chr17,40264626
cg10728503,chr17,56294088
cg10769011,chr17,26851153
cg10809441,chr17,41561461
cg10814135,chr17,79935032
cg10840864,chr17,61903314
cg10878307,chr17,46034455
cg10893007,chr17,41277694
cg10905613,chr17,7218247
cg10911877,chr17,2496280
cg10944783,chr17,40730097
cg10972821,chr17,55163212
cg10981541,chr17,636487
cg10986043,chr17,37820495
cg11000221,chr17,57643293
cg11009596,chr17,8113758
cg11023442,chr17,1420488
cg11053574,chr17,39992149
cg11099291,chr17,1620044
cg11105610,chr17,76976352
cg11114344,chr17,16341984
cg11117707,chr17,66288529
cg11161417,chr17,31319454
cg11178443,chr17,8192024
cg11181795,chr17,7219971
cg11194725,chr17,46178360
cg11212609,chr17,7155399
cg11262815,chr17,48638703
cg11263584,chr17,73008587
cg11296363,chr17,61905004
cg11336428,chr17,62340505
cg11340260,chr17,4835476
cg11394644,chr17,71229370
cg11460029,chr17,7608747
cg11492403,chr17,41131552
cg11516377,chr17,1933153
cg11566939,chr17,7155231
cg11630242,chr17,19881632
cg11634198,chr17,37764158
cg11651717,chr17,67323282
cg11653266,chr17,73901339
cg11653858,chr17,26799289
cg11715999,chr17,46970694
cg11719157,chr17,1466715
cg11754343,chr17,5322575
cg11780934,chr17,27920081
cg11816577,chr17,1303886
cg11833861,chr17,31255635
cg11856697,chr17,72276937
cg11857445,chr17,35305905
cg11860203,chr17,32582516
cg11896345,chr17,1532217
cg11896923,chr17,37825027
cg11976048,chr17,34948329
cg11983245,chr17,39675154
cg11993754,chr17,37856513
cg11998307,chr17,1549434
cg11999384,chr17,42422811
cg12000587,chr17,30186630
cg12004730,chr17,3572336
cg12017007,chr17,27277572
cg12032049,chr17,56314779
cg12073949,chr17,78519082
cg12146151,chr17,73716945
cg12163132,chr17,59475917
cg12188482,chr17,4046863
cg12195695,chr17,73106517
cg12228229,chr17,7122261
cg12229387,chr17,39867328
cg12247247,chr17,37009861
cg12259256,chr17,42092431
cg12324629,chr17,19771548
cg12343777,chr17,7942342
cg12344605,chr17,11924919
cg12353516,chr17,19281309
cg12360886,chr17,38074070
cg12370791,chr17,46703650
cg12380854,chr17,45907760
cg12435611,chr17,59941052
cg12446644,chr17,37026641
cg12448933,chr17,72667378
cg12452675,chr17,73975215
cg12455187,chr17,34208503
cg12477119,chr17,37617470
cg12478185,chr17,10602001
cg12513481,chr17,46507830
cg12556991,chr17,41150487
cg12559031,chr17,48046365
cg12563480,chr17,46184629
cg12569173,chr17,71227752
cg12598178,chr17,80332278
cg12601987,chr17,17399718
cg12612336,chr17,74350433
cg12628062,chr17,40729398
cg12661964,chr17,41157777
cg12744185,chr17,53828387
cg12788467,chr17,36105335
cg12844497,chr17,8114032
cg12866859,chr17,43224332
cg12894984,chr17,37823631
cg12910797,chr17,46651722
cg12937434,chr17,56405948
cg12946690,chr17,2206740
cg12951282,chr17,7018416
cg12969595,chr17,31254878
cg12971338,chr17,27070618
cg12989650,chr17,8213328
cg12997958,chr17,18161617
cg13015534,chr17,74639793
cg13030582,chr17,19290708
cg13045611,chr17,26989432
cg13053608,chr17,40345673
cg13060405,chr17,27506970
cg13098960,chr17,7494151
cg13102585,chr17,42386208
cg13113656,chr17,57697489
cg13138279,chr17,27574645
cg13145440,chr17,47841827
cg13246592,chr17,3600461
cg13269964,chr17,41924577
cg13274713,chr17,59477286
cg13315690,chr17,1944831
cg13325529,chr17,8079954
cg13337865,chr17,6734991
cg13353683,chr17,40574819
cg13376158,chr17,73128023
cg13382694,chr17,47440203
cg13437593,chr17,38210697
cg13453139,chr17,8815262
cg13492227,chr17,7341436
cg13501999,chr17,37353838
cg13504059,chr17,38721942
cg13520327,chr17,61600957
cg13525683,chr17,27401991
cg13564075,chr17,27278810
cg13591701,chr17,66597007
cg13616221,chr17,66453394
cg13643585,chr17,46704004
cg13694749,chr17,62050038
cg13706352,chr17,13972696
cg13759778,chr17,29624439
cg13781408,chr17,79095700
cg13784792,chr17,39942930
cg13790571,chr17,58156411
cg13818368,chr17,4871354
cg13818573,chr17,43045372
cg13823791,chr17,17184990
cg13824734,chr17,36909238
cg13843603,chr17,30771994
cg13859324,chr17,33474692
cg13878456,chr17,38020344
cg13896604,chr17,73043189
cg13925920,chr17,65362829
cg13940405,chr17,45000277
cg13991233,chr17,10102558
cg13992856,chr17,27224025
cg14014613,chr17,3196049
cg14030083,chr17,72983622
cg14043602,chr17,3301340
cg14056306,chr17,73997820
cg14069619,chr17,8275273
cg14070162,chr17,40575582
cg14099017,chr17,11923960
